Primary Interest,Secondary Interest,Tertiary Interest,Customer Number,Customer Name,Customer Type,Credit Rating,Annual Income,Account Status,MID
"Gaming","Shopping","Restaurants",100422138.000000,"ESTEN, BARBIE","RESIDENTIAL",542.000000,183940.000000,"ACTIVE","Sub_S4363"
"Shopping","News","Gaming",100423794.000000,"MENEZES, CATRINA","RESIDENTIAL",594.000000,2510.000000,"ACTIVE","Sub_S4364"
"Sports","News","Restaurants",100424484.000000,"CRAIGHEAD, ALEJANDRINA","RESIDENTIAL",505.000000,136030.000000,"ACTIVE","Sub_S4365"
"Travel","Soccer","Restaurants",100425266.000000,"ARANDA, GAYLE","RESIDENTIAL",482.000000,88850.000000,"ACTIVE","Sub_S4366"
"Shopping","Tennis","Restaurants",100425404.000000,"WIGINGTON, MARINA","RESIDENTIAL",623.000000,83780.000000,"ACTIVE","Sub_S4367"
"Soccer","Travel","Research ",100425496.000000,"TUCKERSON, LASHONDA","RESIDENTIAL",716.000000,18280.000000,"ACTIVE","Sub_S4368"
"Sports","News","Restaurants",100426324.000000,"GICZEWSKI, SHELLI","RESIDENTIAL",732.000000,74840.000000,"ACTIVE","Sub_S4369"
"Travel","Soccer","Restaurants",100427060.000000,"GARREN, CAMERON","RESIDENTIAL",664.000000,33190.000000,"ACTIVE","Sub_S4370"
"Sports","News","Restaurants",100429130.000000,"BILELLO, KATE","RESIDENTIAL",731.000000,133320.000000,"ACTIVE","Sub_S4371"
"Soccer","Travel","Research ",100431476.000000,"MCELRATH, WILFRED","RESIDENTIAL",683.000000,112590.000000,"ACTIVE","Sub_S4372"
"Research","Soccer","Tennis",100432718.000000,"KRYZAK, LYNDSAY","RESIDENTIAL",733.000000,154130.000000,"ACTIVE","Sub_S4373"
"Shopping","Soccer","Tennis",100433362.000000,"CHHOR, MADGE","RESIDENTIAL",563.000000,130900.000000,"ACTIVE","Sub_S4374"
"Restaurants","Stocks","Travel",100434328.000000,"FLADGER, MARIELA","RESIDENTIAL",749.000000,144830.000000,"ACTIVE","Sub_S4375"
"Gaming","Shopping","Restaurants",100435064.000000,"WADDY, TRUDIE","RESIDENTIAL",671.000000,65610.000000,"ACTIVE","Sub_S4376"
"Sports","News","Restaurants",100438146.000000,"MENGLE, FIONA","RESIDENTIAL",557.000000,139250.000000,"ACTIVE","Sub_S4377"
"Travel","Soccer","Shopping",100439342.000000,"FALSO, LASHELL","RESIDENTIAL",555.000000,42590.000000,"ACTIVE","Sub_S4378"
"Research","Soccer","Tennis",100442608.000000,"BOUREK, LANG","RESIDENTIAL",614.000000,30300.000000,"ACTIVE","Sub_S4379"
"Shopping","Tennis","Restaurants",100402418.000000,"RAMANO, NANCI","RESIDENTIAL",423.000000,38080.000000,"ACTIVE","Sub_S3734"
"Restaurants","Stocks","Travel",100403614.000000,"DELUISE, CHANTE","RESIDENTIAL",420.000000,134880.000000,"ACTIVE","Sub_S3735"
"Shopping","Soccer","Tennis",100404948.000000,"AXE, CYNDI","RESIDENTIAL",561.000000,194480.000000,"ACTIVE","Sub_S3736"
"Travel","Stocks","News",100407524.000000,"LARRY, KATHE","RESIDENTIAL",732.000000,80880.000000,"ACTIVE","Sub_S3737"
"Sports","News","Shopping",100407938.000000,"AUVIL, CONNIE","RESIDENTIAL",738.000000,109490.000000,"ACTIVE","Sub_S3738"
"Shopping","Tennis","Restaurants",100532342.000000,"CLINEBELL, JENI","RESIDENTIAL",744.000000,190040.000000,"ACTIVE","Sub_S4460"
"Restaurants","Shopping","Travel",100534964.000000,"WOODHOUSE, JESSI","RESIDENTIAL",581.000000,165690.000000,"ACTIVE","Sub_S4461"
"Travel","Stocks","News",100536850.000000,"KITTLER, DARLENE","RESIDENTIAL",469.000000,99540.000000,"ACTIVE","Sub_S4462"
"Travel","Soccer","Shopping",100537310.000000,"IRBY, ODELL","RESIDENTIAL",513.000000,2500.000000,"ACTIVE","Sub_S4463"
"Attractions","Soccer","Fun",100537678.000000,"SANSING, INGA","RESIDENTIAL",487.000000,87160.000000,"ACTIVE","Sub_S4464"
"Shopping","Soccer","Tennis",100537862.000000,"OBLINGER, FELISA","RESIDENTIAL",662.000000,140190.000000,"ACTIVE","Sub_S4465"
"News","Stocks","Travel",100539610.000000,"HENNEKE, ANGEL","RESIDENTIAL",415.000000,197160.000000,"ACTIVE","Sub_S4466"
"Gaming","Shopping","Restaurants",100540852.000000,"ALBERS, MEL","RESIDENTIAL",473.000000,151750.000000,"ACTIVE","Sub_S4467"
"News","Gaming","Stocks",100541358.000000,"CORKINS, BUDDY","RESIDENTIAL",569.000000,130770.000000,"ACTIVE","Sub_S4468"
"Restaurants","Shopping","Travel",100541450.000000,"MUTHER, NILDA","RESIDENTIAL",663.000000,183580.000000,"ACTIVE","Sub_S4469"
"Soccer","Shopping","Restaurants",100541864.000000,"VONGPHAKDY, SUSANN","RESIDENTIAL",672.000000,117980.000000,"ACTIVE","Sub_S4470"
"Stocks","News","Sports ",100542370.000000,"SPIRO, FOREST","RESIDENTIAL",773.000000,34090.000000,"ACTIVE","Sub_S4471"
"Travel","Stocks","News",100543244.000000,"KEYS, BRUCE","RESIDENTIAL",456.000000,67500.000000,"ACTIVE","Sub_S4472"
"Shopping","Soccer","Tennis",100544578.000000,"SHARR, JOI","RESIDENTIAL",585.000000,30690.000000,"ACTIVE","Sub_S4473"
"Travel","Soccer","Shopping",100545084.000000,"NOSER, ANNELIESE","RESIDENTIAL",691.000000,59730.000000,"ACTIVE","Sub_S4474"
"Restaurants","Shopping","Travel",100545636.000000,"CLENDENNEN, CARINA","RESIDENTIAL",457.000000,77340.000000,"ACTIVE","Sub_S4475"
"Travel","Restaurants","Stocks",100547982.000000,"HARCAR, BONNY","RESIDENTIAL",791.000000,96720.000000,"ACTIVE","Sub_S4476"
"Shopping","Soccer","Tennis",100548074.000000,"LUCHETTI, LUCIANO","RESIDENTIAL",479.000000,152960.000000,"ACTIVE","Sub_S4477"
"Shopping","Soccer","Tennis",100556952.000000,"MURDERS, TRISTA","RESIDENTIAL",566.000000,34900.000000,"ACTIVE","Sub_S4478"
"Attractions","Soccer","Fun",100558286.000000,"APOLO, CASSEY","RESIDENTIAL",695.000000,149740.000000,"ACTIVE","Sub_S4479"
"Soccer","Shopping","Restaurants",100559896.000000,"GAMBLIN, DELMAR","RESIDENTIAL",700.000000,51510.000000,"ACTIVE","Sub_S4480"
"News","Gaming","Stocks",100560586.000000,"UCHIDA, LUCIUS","RESIDENTIAL",602.000000,191890.000000,"ACTIVE","Sub_S4481"
"Soccer","Shopping","Restaurants",100561322.000000,"LEE, SHAKIRA","RESIDENTIAL",523.000000,150020.000000,"ACTIVE","Sub_S4482"
"Sports","News","Shopping",100561598.000000,"SCHAFFELD, MADGE","RESIDENTIAL",805.000000,42140.000000,"ACTIVE","Sub_S4483"
"Travel","Stocks","News",100562564.000000,"DURIAN, BRUNO","RESIDENTIAL",568.000000,98800.000000,"ACTIVE","Sub_S4484"
"Shopping","Soccer","Tennis",100562932.000000,"BAKST, ARLENA","RESIDENTIAL",537.000000,57600.000000,"ACTIVE","Sub_S4485"
"Stocks","News","Sports ",100116521.000000,"HASENFUSS, JUNIOR","RESIDENTIAL",541.000000,96770.000000,"ACTIVE","Sub_S4050"
"Gaming","Shopping","Restaurants",100116797.000000,"JOLLEY, CECELIA","RESIDENTIAL",815.000000,112500.000000,"ACTIVE","Sub_S4051"
"News","Gaming","Stocks",100117211.000000,"DILG, BRONWYN","RESIDENTIAL",416.000000,47760.000000,"ACTIVE","Sub_S4052"
"Travel","Stocks","News",100119189.000000,"SEIBERT, PHYLLIS","RESIDENTIAL",797.000000,113670.000000,"ACTIVE","Sub_S4053"
"Shopping","Tennis","Restaurants",100119649.000000,"STEVEY, DELISA","RESIDENTIAL",460.000000,150420.000000,"ACTIVE","Sub_S4054"
"Attractions","Soccer","Fun",100120155.000000,"SEIBEL, SALLIE","RESIDENTIAL",576.000000,62350.000000,"ACTIVE","Sub_S4055"
"Research","Soccer","Tennis",100122363.000000,"HAZLEWOOD, CATHERINA","RESIDENTIAL",774.000000,70660.000000,"ACTIVE","Sub_S4056"
"News","Stocks","Travel",100122409.000000,"CRITTON, SARA","RESIDENTIAL",424.000000,20130.000000,"ACTIVE","Sub_S4057"
"Travel","Restaurants","Stocks",100122731.000000,"HOPKO, ANJANETTE","RESIDENTIAL",748.000000,155990.000000,"ACTIVE","Sub_S4058"
"News","Gaming","Stocks",100122823.000000,"HEATHERTON, GISELLE","RESIDENTIAL",436.000000,150410.000000,"ACTIVE","Sub_S4059"
"News","Stocks","Travel",100123329.000000,"ATTERBERRY, ORALEE","RESIDENTIAL",548.000000,4810.000000,"ACTIVE","Sub_S4060"
"Restaurants","Shopping","Travel",100124387.000000,"HELGAAS, MEGAN","RESIDENTIAL",791.000000,124500.000000,"ACTIVE","Sub_S4061"
"Travel","Stocks","News",100124939.000000,"SLITER, LINDSAY","RESIDENTIAL",557.000000,105920.000000,"ACTIVE","Sub_S4062"
"Gaming","Shopping","Restaurants",100125123.000000,"SANJUAN, MYRIAM","RESIDENTIAL",741.000000,167550.000000,"ACTIVE","Sub_S4063"
"Sports","News","Restaurants",100125583.000000,"WANTZ, KENNETH","RESIDENTIAL",801.000000,22920.000000,"ACTIVE","Sub_S4064"
"Sports","News","Shopping",100127377.000000,"RISEN, PAUL","RESIDENTIAL",577.000000,148240.000000,"ACTIVE","Sub_S4065"
"Shopping","Tennis","Restaurants",100128389.000000,"HAROLD, LORETTA","RESIDENTIAL",792.000000,8090.000000,"ACTIVE","Sub_S4066"
"Travel","Stocks","News",100128527.000000,"FINNICUM, NILDA","RESIDENTIAL",547.000000,151400.000000,"ACTIVE","Sub_S4067"
"Soccer","Travel","Research ",100129677.000000,"EARL, VICKIE","RESIDENTIAL",478.000000,87610.000000,"ACTIVE","Sub_S4068"
"Gaming","Shopping","Restaurants",100131442.000000,"DEWOLFF, LARAE","RESIDENTIAL",653.000000,186290.000000,"ACTIVE","Sub_S4069"
"Travel","Restaurants","Stocks",100131488.000000,"HARDRICK, KIMBERLI","RESIDENTIAL",706.000000,4180.000000,"ACTIVE","Sub_S4070"
"Attractions","Soccer","Fun",100132224.000000,"HAMEL, DOMINIQUE","RESIDENTIAL",632.000000,59980.000000,"ACTIVE","Sub_S4071"
"Travel","Restaurants","Stocks",100133466.000000,"GOERLICH, MELLISSA","RESIDENTIAL",670.000000,131540.000000,"ACTIVE","Sub_S4072"
"Gaming","Shopping","Restaurants",100137146.000000,"BACCO, RAPHAEL","RESIDENTIAL",754.000000,5620.000000,"ACTIVE","Sub_S4073"
"Shopping","Tennis","Restaurants",100137928.000000,"NWACHUKWU, DANIELE","RESIDENTIAL",732.000000,105090.000000,"ACTIVE","Sub_S4074"
"Travel","Stocks","News",100139630.000000,"JONDLE, CONSTANCE","RESIDENTIAL",441.000000,178440.000000,"ACTIVE","Sub_S4075"
"News","Gaming","Stocks",100140734.000000,"ZECHIEL, BETTE","RESIDENTIAL",735.000000,81810.000000,"ACTIVE","Sub_S4076"
"Shopping","Soccer","Tennis",100141286.000000,"MYHRE, AUBREY","RESIDENTIAL",492.000000,33650.000000,"ACTIVE","Sub_S4077"
"Travel","Restaurants","Stocks",100142160.000000,"BOVA, NOAH","RESIDENTIAL",564.000000,2210.000000,"ACTIVE","Sub_S4078"
"Sports","News","Restaurants",100142390.000000,"DAWSON, IVA","RESIDENTIAL",796.000000,156670.000000,"ACTIVE","Sub_S4079"
"Shopping","Tennis","Restaurants",100142528.000000,"RODRIQUEZ, MARISOL","RESIDENTIAL",536.000000,64190.000000,"ACTIVE","Sub_S4080"
"Attractions","Soccer","Fun",100497655.000000,"PHAYMANY, BERNA","RESIDENTIAL",470.000000,158860.000000,"ACTIVE","Sub_S3844"
"Soccer","Travel","Research ",100497931.000000,"LEBARGE, SUZANNE","RESIDENTIAL",751.000000,139960.000000,"ACTIVE","Sub_S3845"
"Travel","Restaurants","Stocks",100498345.000000,"SCHAMBER, SHERIE","RESIDENTIAL",752.000000,199220.000000,"ACTIVE","Sub_S3846"
"Attractions","Soccer","Fun",100499863.000000,"FETZ, DANNY","RESIDENTIAL",673.000000,138330.000000,"ACTIVE","Sub_S3847"
"Travel","Soccer","Restaurants",100500231.000000,"CARLOZZI, NELLA","RESIDENTIAL",643.000000,83280.000000,"ACTIVE","Sub_S3848"
"Travel","Restaurants","Stocks",100501473.000000,"CENTER, LENA","RESIDENTIAL",674.000000,164450.000000,"ACTIVE","Sub_S3849"
"Soccer","Shopping","Restaurants",100503221.000000,"ROYBAL, FLOY","RESIDENTIAL",423.000000,65370.000000,"ACTIVE","Sub_S3850"
"Attractions","Soccer","Fun",100503451.000000,"MARER, MELODI","RESIDENTIAL",668.000000,34660.000000,"ACTIVE","Sub_S3851"
"Soccer","Travel","Research ",100503727.000000,"SPECTOR, WOODROW","RESIDENTIAL",531.000000,73680.000000,"ACTIVE","Sub_S3852"
"Travel","Restaurants","Stocks",100503911.000000,"FRYMIRE, KATY","RESIDENTIAL",727.000000,158800.000000,"ACTIVE","Sub_S3853"
"Sports","News","Shopping",100504325.000000,"FICKETT, EMORY","RESIDENTIAL",746.000000,87450.000000,"ACTIVE","Sub_S3854"
"Shopping","Soccer","Tennis",100505843.000000,"BEGOLLI, PANDORA","RESIDENTIAL",643.000000,142360.000000,"ACTIVE","Sub_S3855"
"Gaming","Shopping","Restaurants",100505935.000000,"STALKER, ELENOR","RESIDENTIAL",747.000000,37770.000000,"ACTIVE","Sub_S3856"
"Shopping","News","Gaming",100506901.000000,"CITRANO, ROSINA","RESIDENTIAL",502.000000,6550.000000,"ACTIVE","Sub_S3857"
"Research","Soccer","Tennis",100507131.000000,"ERICKSEN, SEBASTIAN","RESIDENTIAL",732.000000,135230.000000,"ACTIVE","Sub_S3858"
"Travel","Soccer","Shopping",100008116.000000,"MATONE, DARNELL","RESIDENTIAL",518.000000,75170.000000,"ACTIVE","Sub_S4580"
"Travel","Soccer","Shopping",100010002.000000,"HORSTMAN, LAVERN","RESIDENTIAL",404.000000,5050.000000,"ACTIVE","Sub_S4581"
"Shopping","Soccer","Tennis",100011704.000000,"KRIZEK, GERRI","RESIDENTIAL",519.000000,76590.000000,"ACTIVE","Sub_S4582"
"Travel","Soccer","Restaurants",100011842.000000,"CROWDER, DAREN","RESIDENTIAL",663.000000,112890.000000,"ACTIVE","Sub_S4583"
"Soccer","Shopping","Restaurants",100013544.000000,"YAIVA, KATHEY","RESIDENTIAL",761.000000,58250.000000,"ACTIVE","Sub_S4584"
"Research","Soccer","Tennis",100013590.000000,"HARIAN, LYNN","RESIDENTIAL",795.000000,156120.000000,"ACTIVE","Sub_S4585"
"Travel","Soccer","Shopping",100014188.000000,"FRISBIE, TUAN","RESIDENTIAL",598.000000,29240.000000,"ACTIVE","Sub_S4586"
"Travel","Stocks","News",100014970.000000,"BAUMGARTNER, SHANE","RESIDENTIAL",582.000000,9220.000000,"ACTIVE","Sub_S4587"
"Attractions","Soccer","Fun",100017316.000000,"PELLOWSKI, PATTI","RESIDENTIAL",527.000000,64200.000000,"ACTIVE","Sub_S4588"
"Sports","News","Restaurants",100018650.000000,"AGILAR, SHERILYN","RESIDENTIAL",658.000000,190210.000000,"ACTIVE","Sub_S4589"
"News","Stocks","Travel",100019478.000000,"BARBIERI, JOHNNIE","RESIDENTIAL",689.000000,100120.000000,"ACTIVE","Sub_S4590"
"Gaming","Shopping","Restaurants",100019846.000000,"THOMPSON, DANN","RESIDENTIAL",659.000000,36470.000000,"ACTIVE","Sub_S4591"
"Shopping","Tennis","Restaurants",100020490.000000,"WILTGEN, KATHEY","RESIDENTIAL",502.000000,112550.000000,"ACTIVE","Sub_S4592"
"Research","Soccer","Tennis",100020766.000000,"WAELTI, MARLENE","RESIDENTIAL",787.000000,16240.000000,"ACTIVE","Sub_S4593"
"News","Gaming","Stocks",100020950.000000,"TYTLER, TOBI","RESIDENTIAL",561.000000,14720.000000,"ACTIVE","Sub_S4594"
"Sports","News","Shopping",100443942.000000,"GUZALAK, ERIC","RESIDENTIAL",753.000000,73130.000000,"ACTIVE","Sub_S4380"
"Soccer","Shopping","Restaurants",100444126.000000,"PRIVETTE, EDMOND","RESIDENTIAL",546.000000,159940.000000,"ACTIVE","Sub_S4381"
"Restaurants","Stocks","Travel",100444954.000000,"MARTIN, MARY","RESIDENTIAL",565.000000,76920.000000,"ACTIVE","Sub_S4382"
"Shopping","Soccer","Tennis",100445736.000000,"SOLDNER, KATIE","RESIDENTIAL",548.000000,64970.000000,"ACTIVE","Sub_S4383"
"Shopping","Soccer","Tennis",100445782.000000,"PORTER, CASSIDY","RESIDENTIAL",593.000000,175320.000000,"ACTIVE","Sub_S4384"
"Soccer","Shopping","Restaurants",100448588.000000,"SOTERO, ERMINIA","RESIDENTIAL",594.000000,127030.000000,"ACTIVE","Sub_S4385"
"Restaurants","Shopping","Travel",100449508.000000,"PATIN, BRITT","RESIDENTIAL",723.000000,122200.000000,"ACTIVE","Sub_S4386"
"Sports","News","Restaurants",100450014.000000,"ALPAUGH, ROCKY","RESIDENTIAL",416.000000,102830.000000,"ACTIVE","Sub_S4387"
"Gaming","Shopping","Restaurants",100450842.000000,"SOWERS, CECIL","RESIDENTIAL",449.000000,104970.000000,"ACTIVE","Sub_S4388"
"Travel","Soccer","Shopping",100453326.000000,"HAYBALL, FUMIKO","RESIDENTIAL",531.000000,69850.000000,"ACTIVE","Sub_S4389"
"Soccer","Shopping","Restaurants",100453924.000000,"VANSON, ELVIS","RESIDENTIAL",729.000000,43820.000000,"ACTIVE","Sub_S4390"
"Sports","News","Shopping",100453970.000000,"MISSEY, ALEISHA","RESIDENTIAL",775.000000,64180.000000,"ACTIVE","Sub_S4391"
"News","Stocks","Travel",100454200.000000,"PUSHARD, WILLY","RESIDENTIAL",601.000000,11190.000000,"ACTIVE","Sub_S4392"
"Shopping","Soccer","Tennis",100456500.000000,"RENZONI, LAUREN","RESIDENTIAL",501.000000,127070.000000,"ACTIVE","Sub_S4393"
"Shopping","News","Gaming",100456684.000000,"KLEINFELD, BEATRICE","RESIDENTIAL",692.000000,189800.000000,"ACTIVE","Sub_S4394"
"Sports","News","Shopping",100458248.000000,"SLICKER, DEBRAH","RESIDENTIAL",655.000000,92970.000000,"ACTIVE","Sub_S4395"
"Restaurants","Shopping","Travel",100459875.000000,"OJITO, LINDSAY","RESIDENTIAL",681.000000,159890.000000,"ACTIVE","Sub_S4396"
"Soccer","Travel","Research ",100461117.000000,"HOUSEAL, GIOVANNA","RESIDENTIAL",720.000000,117930.000000,"ACTIVE","Sub_S4397"
"Travel","Soccer","Shopping",100461439.000000,"GEUDER, AGUEDA","RESIDENTIAL",657.000000,110090.000000,"ACTIVE","Sub_S4398"
"News","Stocks","Travel",100461899.000000,"FOSMIRE, DELANA","RESIDENTIAL",705.000000,184280.000000,"ACTIVE","Sub_S4399"
"Restaurants","Shopping","Travel",100462129.000000,"JERKIN, PAULINA","RESIDENTIAL",548.000000,184650.000000,"ACTIVE","Sub_S4400"
"Research","Soccer","Tennis",100462221.000000,"EILDERTS, MAGNOLIA","RESIDENTIAL",633.000000,66160.000000,"ACTIVE","Sub_S4401"
"Stocks","News","Sports ",100462865.000000,"OKELBERRY, PORSHA","RESIDENTIAL",483.000000,7460.000000,"ACTIVE","Sub_S4402"
"Soccer","Travel","Research ",100465625.000000,"MCMONAGLE, KELLYE","RESIDENTIAL",437.000000,50940.000000,"ACTIVE","Sub_S4403"
"Shopping","Tennis","Restaurants",100466959.000000,"BYTHEWAY, THOMASINE","RESIDENTIAL",561.000000,35710.000000,"ACTIVE","Sub_S4404"
"Shopping","News","Gaming",100467189.000000,"WADDOUDS, PHYLISS","RESIDENTIAL",802.000000,110070.000000,"ACTIVE","Sub_S4405"
"Travel","Soccer","Shopping",100469213.000000,"WILBOURNE, OZELL","RESIDENTIAL",432.000000,174480.000000,"ACTIVE","Sub_S4406"
"News","Gaming","Stocks",100470731.000000,"RUSKIN, DORTHA","RESIDENTIAL",751.000000,196990.000000,"ACTIVE","Sub_S4407"
"Soccer","Shopping","Restaurants",100471651.000000,"GROENKE, GENEVIEVE","RESIDENTIAL",454.000000,33190.000000,"ACTIVE","Sub_S4408"
"News","Gaming","Stocks",100471789.000000,"HOLMSTEAD, TERINA","RESIDENTIAL",607.000000,3140.000000,"ACTIVE","Sub_S4409"
"Travel","Restaurants","Stocks",100567624.000000,"HAECKEL, KARY","RESIDENTIAL",442.000000,146790.000000,"ACTIVE","Sub_S4486"
"Sports","News","Restaurants",100571856.000000,"VONDOHLEN, COLLEN","RESIDENTIAL",667.000000,177820.000000,"ACTIVE","Sub_S4487"
"Shopping","Soccer","Tennis",100572362.000000,"RIFKIN, EZEQUIEL","RESIDENTIAL",776.000000,124900.000000,"ACTIVE","Sub_S4488"
"Travel","Soccer","Restaurants",100572638.000000,"PIERFAX, JOSEPHINE","RESIDENTIAL",654.000000,10220.000000,"ACTIVE","Sub_S4489"
"Sports","News","Restaurants",100572684.000000,"SERVIDIO, RYAN","RESIDENTIAL",698.000000,107850.000000,"ACTIVE","Sub_S4490"
"Stocks","News","Sports ",100573006.000000,"KAPNICK, WENDOLYN","RESIDENTIAL",625.000000,80490.000000,"ACTIVE","Sub_S4491"
"Travel","Restaurants","Stocks",100577192.000000,"MORN, DALTON","RESIDENTIAL",799.000000,8790.000000,"ACTIVE","Sub_S4492"
"Shopping","Soccer","Tennis",100577422.000000,"KENYON, ZACHARY","RESIDENTIAL",626.000000,40060.000000,"ACTIVE","Sub_S4493"
"News","Stocks","Travel",100577468.000000,"FENWICK, AMERICA","RESIDENTIAL",669.000000,115330.000000,"ACTIVE","Sub_S4494"
"Travel","Soccer","Shopping",100577652.000000,"LIM, BENJAMIN","RESIDENTIAL",470.000000,76650.000000,"ACTIVE","Sub_S4495"
"Research","Soccer","Tennis",100578480.000000,"SICKINGER, AUREA","RESIDENTIAL",490.000000,37580.000000,"ACTIVE","Sub_S4496"
"Soccer","Travel","Research ",100581010.000000,"WEDELL, NANA","RESIDENTIAL",624.000000,50710.000000,"ACTIVE","Sub_S4497"
"Restaurants","Stocks","Travel",100581746.000000,"TUPACYUPANQUI, JANA","RESIDENTIAL",548.000000,134090.000000,"ACTIVE","Sub_S4498"
"News","Stocks","Travel",100581930.000000,"HAHN, ELAINE","RESIDENTIAL",735.000000,43210.000000,"ACTIVE","Sub_S4499"
"Gaming","Shopping","Restaurants",100582298.000000,"BONANNI, GWENDOLYN","RESIDENTIAL",705.000000,109180.000000,"ACTIVE","Sub_S4500"
"Shopping","Tennis","Restaurants",100584276.000000,"MATHEWSON, LENNA","RESIDENTIAL",693.000000,187740.000000,"ACTIVE","Sub_S4501"
"Attractions","Soccer","Fun",100584460.000000,"COLLOZO, NAKIA","RESIDENTIAL",480.000000,27750.000000,"ACTIVE","Sub_S4502"
"Soccer","Travel","Research ",100584736.000000,"CARUALHO, ROSALIE","RESIDENTIAL",754.000000,83310.000000,"ACTIVE","Sub_S4503"
"Soccer","Travel","Research ",100585058.000000,"DALBA, LUANNE","RESIDENTIAL",664.000000,55070.000000,"ACTIVE","Sub_S4504"
"Shopping","Tennis","Restaurants",100585518.000000,"THIARA, ZENIA","RESIDENTIAL",729.000000,84500.000000,"ACTIVE","Sub_S4505"
"Sports","News","Shopping",100587910.000000,"NORRED, ROB","RESIDENTIAL",728.000000,190890.000000,"ACTIVE","Sub_S4506"
"Stocks","News","Sports ",100588646.000000,"ADOLFO, CHERELLE","RESIDENTIAL",664.000000,151020.000000,"ACTIVE","Sub_S4507"
"Gaming","Shopping","Restaurants",100589658.000000,"PLASS, REINA","RESIDENTIAL",465.000000,39290.000000,"ACTIVE","Sub_S4508"
"Gaming","Shopping","Restaurants",100589997.000000,"LARROW, NOBLE","RESIDENTIAL",801.000000,176930.000000,"ACTIVE","Sub_S4509"
"Sports","News","Restaurants",100591009.000000,"QUACH, ESTELA","RESIDENTIAL",614.000000,129140.000000,"ACTIVE","Sub_S4510"
"Gaming","Shopping","Restaurants",100591193.000000,"STONES, LATASHA","RESIDENTIAL",808.000000,162210.000000,"ACTIVE","Sub_S4511"
"Attractions","Soccer","Fun",100593585.000000,"PLUSH, IRVING","RESIDENTIAL",793.000000,154630.000000,"ACTIVE","Sub_S4512"
"Soccer","Shopping","Restaurants",100596943.000000,"DERINGTON, CARMELITA","RESIDENTIAL",555.000000,141080.000000,"ACTIVE","Sub_S4513"
"Travel","Soccer","Shopping",100597909.000000,"ANDOH, CHANELLE","RESIDENTIAL",721.000000,60990.000000,"ACTIVE","Sub_S4514"
"Shopping","Tennis","Restaurants",100598645.000000,"BURDSALL, CHARITA","RESIDENTIAL",656.000000,161540.000000,"ACTIVE","Sub_S4515"
"Research","Soccer","Tennis",100144874.000000,"BROCKHAUS, CATHRINE","RESIDENTIAL",487.000000,1640.000000,"ACTIVE","Sub_S4081"
"Shopping","Tennis","Restaurants",100146852.000000,"SAEMENES, NELDA","RESIDENTIAL",459.000000,23220.000000,"ACTIVE","Sub_S4082"
"Travel","Stocks","News",100151912.000000,"TEREPKA, ANTON","RESIDENTIAL",717.000000,34850.000000,"ACTIVE","Sub_S4083"
"Travel","Restaurants","Stocks",100152786.000000,"PIECH, MARANDA","RESIDENTIAL",800.000000,185570.000000,"ACTIVE","Sub_S4084"
"Shopping","News","Gaming",100152878.000000,"BERLINSKI, FLORINE","RESIDENTIAL",480.000000,189100.000000,"ACTIVE","Sub_S4085"
"Shopping","News","Gaming",100153936.000000,"TYNER, ARNOLD","RESIDENTIAL",751.000000,8660.000000,"ACTIVE","Sub_S4086"
"Soccer","Travel","Research ",100154212.000000,"BALLENTINE, LUCRECIA","RESIDENTIAL",629.000000,65410.000000,"ACTIVE","Sub_S4087"
"Sports","News","Shopping",100154856.000000,"REEHER, GALEN","RESIDENTIAL",463.000000,94900.000000,"ACTIVE","Sub_S4088"
"Stocks","News","Sports ",100157110.000000,"HUNGATE, KRISSY","RESIDENTIAL",717.000000,186460.000000,"ACTIVE","Sub_S4089"
"Travel","Stocks","News",100157156.000000,"LISKA, JULISSA","RESIDENTIAL",771.000000,133530.000000,"ACTIVE","Sub_S4090"
"Travel","Restaurants","Stocks",100157616.000000,"WOODHEAD, AUDRA","RESIDENTIAL",428.000000,157430.000000,"ACTIVE","Sub_S4091"
"Travel","Stocks","News",100158858.000000,"FEUERSTEIN, GARLAND","RESIDENTIAL",462.000000,107360.000000,"ACTIVE","Sub_S4092"
"Soccer","Shopping","Restaurants",100161618.000000,"RIVIERE, TIERA","RESIDENTIAL",438.000000,111540.000000,"ACTIVE","Sub_S4093"
"Soccer","Travel","Research ",100162170.000000,"MELL, TINY","RESIDENTIAL",584.000000,51980.000000,"ACTIVE","Sub_S4094"
"Travel","Soccer","Restaurants",100162492.000000,"SERGE, HOLLY","RESIDENTIAL",505.000000,177920.000000,"ACTIVE","Sub_S4095"
"News","Gaming","Stocks",100166080.000000,"KROLCZYK, SCARLETT","RESIDENTIAL",500.000000,51820.000000,"ACTIVE","Sub_S4096"
"News","Stocks","Travel",100166356.000000,"LAPINSKY, JOEANN","RESIDENTIAL",766.000000,66340.000000,"ACTIVE","Sub_S4097"
"Gaming","Shopping","Restaurants",100166678.000000,"JOHAL, GARNETT","RESIDENTIAL",685.000000,59220.000000,"ACTIVE","Sub_S4098"
"Travel","Soccer","Shopping",100167828.000000,"LITCHFIELD, ARIE","RESIDENTIAL",637.000000,25620.000000,"ACTIVE","Sub_S4099"
"Restaurants","Shopping","Travel",100284150.000000,"BOWRON, KIMBERLEY","RESIDENTIAL",553.000000,103600.000000,"ACTIVE","Sub_S4220"
"Travel","Soccer","Restaurants",100284472.000000,"STLAURENT, LIDIA","RESIDENTIAL",488.000000,53210.000000,"ACTIVE","Sub_S4221"
